year,month,date,long_portfolio,short_portfolio,long_short_return,long_holdings_count,short_holdings_count,total_holdings,rebalanced,mkt_exret,rf
2017,6,2017-06-01,0.00731946106,0.012912014854,-0.005592553794,50,50,100,True,0.004814,0.0006
2017,7,2017-07-01,0.012222778029999999,0.028353615962000003,-0.016130837932000004,50,50,100,True,0.019349,0.0007
2017,8,2017-08-01,-0.0012865852079999996,-0.013924181545999998,0.012637596337999999,50,50,100,True,0.000546,0.0009
2017,9,2017-09-01,0.01751434911232,0.05133776341999999,-0.03382341430767999,50,50,100,True,0.019303,0.0009
2017,10,2017-10-01,0.023428258328000006,0.005012128013999999,0.018416130314000006,50,50,100,True,0.022188,0.0009
2017,11,2017-11-01,0.034331564169999995,0.037116999858,-0.002785435688000007,50,50,100,True,0.028083,0.0008
2017,12,2017-12-01,0.016905639306,0.019478845168,-0.002573205862000001,50,50,100,True,0.009832,0.0009
2018,1,2018-01-01,0.046974179818,0.048278702875999994,-0.0013045230579999956,50,50,100,True,0.056179,0.0012
2018,2,2018-02-01,-0.046310213332,-0.046190048536,-0.00012016479600000102,50,50,100,True,-0.038947,0.0011
2018,3,2018-03-01,-0.028181810018000002,-0.024945118643999998,-0.0032366913740000045,50,50,100,True,-0.026885,0.0011
2018,4,2018-04-01,-0.004641526109999999,0.009833827275999999,-0.014475353385999997,50,50,100,True,0.002719,0.0014
2018,5,2018-05-01,0.006037941026,0.009056414186,-0.003018473160000001,50,50,100,True,0.021608,0.0014
2018,6,2018-06-01,0.002088190662,-0.0033321863880000015,0.005420377050000001,50,50,100,True,0.004842,0.0014
2018,7,2018-07-01,0.057011961154,0.037361669852,0.019650291302,50,50,100,True,0.036022,0.0016
2018,8,2018-08-01,0.01693082592,0.011049299419999999,0.005881526500000001,50,50,100,True,0.030263,0.0016
2018,9,2018-09-01,0.011571235498000002,0.0033435204380000017,0.00822771506,50,50,100,True,0.004294,0.0015
2018,10,2018-10-01,-0.05144850392999999,-0.065284416114,0.013835912184000008,50,50,100,True,-0.069403,0.0019
2018,11,2018-11-01,0.022775605698,0.025889007643999998,-0.003113401945999999,50,50,100,True,0.017859,0.0018
2018,12,2018-12-01,-0.09890823486400001,-0.09287063374400001,-0.00603760112,50,50,100,True,-0.091777,0.002
2019,1,2019-01-01,0.067551576988,0.089376810486,-0.021825233498000002,50,50,100,True,0.078684,0.0021
2019,2,2019-02-01,0.038059985686000004,0.029917400054,0.008142585632000005,50,50,100,True,0.029729,0.0018
2019,3,2019-03-01,0.007727366798,-0.00200124055,0.009728607348,50,50,100,True,0.017924,0.0019
2019,4,2019-04-01,0.03860494798400001,0.03384813736000001,0.004756810623999998,50,50,100,True,0.039313,0.0021
2019,5,2019-05-01,-0.056280687848,-0.08092067371399998,0.024639985865999983,50,50,100,True,-0.065778,0.0021
2019,6,2019-06-01,0.069527545966,0.069843395788,-0.0003158498220000028,50,50,100,True,0.06893,0.0018
2019,7,2019-07-01,0.017973889668,0.007638807161999999,0.010335082506,50,50,100,True,0.013128,0.0019
2019,8,2019-08-01,-0.021215264194000005,-0.036295422364,0.015080158169999993,50,50,100,True,-0.018092,0.0016
2019,9,2019-09-01,0.016295902576000002,0.037810680464000004,-0.021514777888000002,50,50,100,True,0.017181,0.0018
2019,10,2019-10-01,0.007696875878000001,0.006959572798000002,0.0007373030799999996,50,50,100,True,0.020432,0.0016
2019,11,2019-11-01,0.037372869376,0.046891393594000005,-0.009518524218000007,50,50,100,True,0.034047,0.0012
2019,12,2019-12-01,0.018000253227999998,0.034737075176,-0.016736821948,50,50,100,True,0.02859,0.0014
2020,1,2020-01-01,-0.010191822420000001,-0.039511458150000005,0.02931963573,50,50,100,True,-0.001628,0.0013
2020,2,2020-02-01,-0.09793635497199998,-0.108608171788,0.010671816816000018,50,50,100,True,-0.08411,0.0012
2020,3,2020-03-01,-0.139402561498,-0.20124673210000002,0.06184417060200001,50,50,100,True,-0.125119,0.0013
2020,4,2020-04-01,0.13989376044000001,0.10444893789600002,0.035444822544,50,50,100,True,0.126844,0.0
2020,5,2020-05-01,0.024311612959999996,0.039524577228,-0.015212964268000003,50,50,100,True,0.045282,0.0001
2020,6,2020-06-01,0.014117806846000003,0.02340151033,-0.009283703483999997,50,50,100,True,0.018388,0.0001
2020,7,2020-07-01,0.032201724391999996,0.021301582728,0.010900141663999996,50,50,100,True,0.055101,0.0001
2020,8,2020-08-01,0.06346358621800001,0.044234194762,0.019229391456000007,50,50,100,True,0.070065,0.0001
2020,9,2020-09-01,-0.014673221317999998,-0.04434727284599999,0.029674051527999994,50,50,100,True,-0.039228,0.0001
2020,10,2020-10-01,-0.014520857655999999,-0.01489057891,0.0003697212540000015,50,50,100,True,-0.027666,0.0001
2020,11,2020-11-01,0.138133304222,0.186601015176,-0.048467710954000015,50,50,100,True,0.107546,0.0001
2020,12,2020-12-01,0.033510139955999996,0.049226166646,-0.015716026690000003,50,50,100,True,0.037121,0.0001
2021,1,2021-01-01,-0.010662632374000001,0.004584834662000001,-0.015247467036000002,50,50,100,True,-0.011137,0.0001
2021,2,2021-02-01,0.05938787807200001,0.08333657542999999,-0.023948697357999982,50,50,100,True,0.026091,0.0
2021,3,2021-03-01,0.07617710767000001,0.071287912934,0.00488919473600001,50,50,100,True,0.042439,0.0
2021,4,2021-04-01,0.036072414989999996,0.019119255467999998,0.016953159521999998,50,50,100,True,0.052425,0.0
2021,5,2021-05-01,0.031588098298,0.030884723927999996,0.000703374370000006,50,50,100,True,0.005487,0.0
2021,6,2021-06-01,-0.002299570825999998,-0.006248708923999999,0.003949138098000002,50,50,100,True,0.022214,0.0
2021,7,2021-07-01,0.015655567708,-0.015735485069999996,0.031391052778,50,50,100,True,0.022748,0.0
2021,8,2021-08-01,0.027355207080000003,0.020565308738,0.006789898342000004,50,50,100,True,0.02899,0.0
2021,9,2021-09-01,-0.031067070156,-0.022954533658,-0.008112536497999999,50,50,100,True,-0.047569,0.0
2021,10,2021-10-01,0.068273022948,0.039656927506,0.028616095442,50,50,100,True,0.069144,0.0
2021,11,2021-11-01,-0.042305285382,-0.020730320862,-0.02157496452,50,50,100,True,-0.008334,0.0
2021,12,2021-12-01,0.055823888502,0.079348587408,-0.023524698905999994,50,50,100,True,0.043613,0.0001
2022,1,2022-01-01,-0.01079649876,0.03085661466,-0.04165311342,50,50,100,True,-0.052585,0.0
2022,2,2022-02-01,-0.015873113396,0.002118801978000002,-0.017991915374000002,50,50,100,True,-0.031361,0.0
2022,3,2022-03-01,0.04741867277599999,0.012760014743999999,0.03465865803199999,50,50,100,True,0.035773,0.0001
2022,4,2022-04-01,-0.058924358712,-0.054591621094,-0.004332737617999995,50,50,100,True,-0.087957,0.0001
2022,5,2022-05-01,0.016295476579999996,0.032538282707999994,-0.016242806127999998,50,50,100,True,5.3e-05,0.0003
2022,6,2022-06-01,-0.07527004942,-0.092425713278,0.017155663858000006,50,50,100,True,-0.08392,0.0006
2022,7,2022-07-01,0.073697881208,0.041957354441999994,0.031740526766000005,50,50,100,True,0.091116,0.0008
2022,8,2022-08-01,-0.014959185966000002,-0.02966358853,0.014704402563999998,50,50,100,True,-0.04244,0.0019
2022,9,2022-09-01,-0.08828083367199997,-0.09932849781000001,0.01104766413800004,50,50,100,True,-0.093396,0.0019
2022,10,2022-10-01,0.13508585718600002,0.10692410532800001,0.028161751858000017,50,50,100,True,0.079863,0.0023
2022,11,2022-11-01,0.059632263308,0.06715707958,-0.0075248162720000025,50,50,100,True,0.053753,0.0029
2022,12,2022-12-01,-0.045680758668000004,-0.04730009232599999,0.0016193336579999884,50,50,100,True,-0.058971,0.0033
2023,1,2023-01-01,0.027986247603999995,0.053621686909999994,-0.025635439306,50,50,100,True,0.061753,0.0035
2023,2,2023-02-01,-0.028831906731999996,-0.045656698536000004,0.016824791804000008,50,50,100,True,-0.026112,0.0034
2023,3,2023-03-01,0.012862981074,-0.028656264875999996,0.04151924594999999,50,50,100,True,0.035052,0.0036
2023,4,2023-04-01,0.021554080737999998,0.010711173288,0.010842907449999998,50,50,100,True,0.014642,0.0035
2023,5,2023-05-01,-0.036716906012000006,-0.069962005694,0.033245099682,50,50,100,True,0.002482,0.0036
2023,6,2023-06-01,0.051327008778,0.064152233156,-0.012825224377999996,50,50,100,True,0.064728,0.004
2023,7,2023-07-01,0.028916360816,0.043739852398000004,-0.014823491582000005,50,50,100,True,0.031139,0.0045
2023,8,2023-08-01,-0.016702292998000003,-0.046294214827999995,0.029591921829999993,50,50,100,True,-0.017716,0.0045
2023,9,2023-09-01,-0.035169027898,-0.05341564992199999,0.018246622023999994,50,50,100,True,-0.048719,0.0043
2023,10,2023-10-01,-0.014265828786000002,-0.04179365965000001,0.027527830864000007,50,50,100,True,-0.02198,0.0047
2023,11,2023-11-01,0.06865820278200001,0.074711322588,-0.0060531198059999985,50,50,100,True,0.089179,0.0044
2023,12,2023-12-01,0.031927577341999996,0.06361542835,-0.031687851008000006,50,50,100,True,0.044229,0.0043
