year,month,date,long_portfolio,short_portfolio,long_short_return,long_holdings_count,short_holdings_count,total_holdings,rebalanced,mkt_exret,rf
2010,1,2010-01-01,-0.02176236026,-0.029253474926000004,0.007491114666000005,50,50,100,True,-0.036974,0.0
2010,2,2010-02-01,0.028692013478000003,0.030885144904000003,-0.002193131426,50,50,100,True,0.028514,0.0
2010,3,2010-03-01,0.06850034622599999,0.06950969101799999,-0.0010093447920000026,50,50,100,True,0.058796,0.0001
2010,4,2010-04-01,-0.0022677408699999994,0.024591072448000007,-0.026858813318000007,50,50,100,True,0.014759,0.0001
2010,5,2010-05-01,-0.07390735255999999,-0.0834610963,0.00955374374000001,50,50,100,True,-0.081976,0.0001
2010,6,2010-06-01,-0.050841090436,-0.05788936901,0.007048278573999998,50,50,100,True,-0.053882,0.0001
2010,7,2010-07-01,0.060888949314000004,0.090262047512,-0.02937309819799999,50,50,100,True,0.068778,0.0001
2010,8,2010-08-01,-0.03442663556,-0.05674512403200001,0.022318488472000006,50,50,100,True,-0.047449,0.0001
2010,9,2010-09-01,0.092578192578,0.092757762022,-0.00017956944400000785,50,50,100,True,0.087551,0.0001
2010,10,2010-10-01,0.030627733148000002,0.041714276563999994,-0.011086543415999992,50,50,100,True,0.036856,0.0001
2010,11,2010-11-01,-0.004459607445999999,-0.0009297241980000003,-0.0035298832479999987,50,50,100,True,-0.00229,0.0001
2010,12,2010-12-01,0.090318359586,0.06931221257400001,0.021006147011999987,50,50,100,True,0.0653,0.0001
2011,1,2011-01-01,0.02513167368,0.018304768223999998,0.006826905456000003,50,50,100,True,0.022646,0.0001
2011,2,2011-02-01,0.03231262884200001,0.026449526694000004,0.005863102148000003,50,50,100,True,0.031957,0.0001
2011,3,2011-03-01,-0.004271523214,-0.011111990712,0.006840467497999999,50,50,100,True,-0.001047,0.0001
2011,4,2011-04-01,0.029313022552,0.027659633612000002,0.0016533889399999967,50,50,100,True,0.028495,0.0
2011,5,2011-05-01,-0.012149313331999999,-0.015294300692000001,0.003144987360000002,50,50,100,True,-0.013501,0.0
2011,6,2011-06-01,-0.017084405555999996,-0.018013932107999998,0.0009295265520000012,50,50,100,True,-0.018258,0.0
2011,7,2011-07-01,-0.030347176606,-0.023988235374,-0.006358941231999999,50,50,100,True,-0.021474,0.0
2011,8,2011-08-01,-0.05888334685999999,-0.062373773724,0.0034904268640000083,50,50,100,True,-0.056791,0.0001
2011,9,2011-09-01,-0.07514321491199999,-0.06454461706199999,-0.010598597850000002,50,50,100,True,-0.071762,0.0
2011,10,2011-10-01,0.111154574506,0.11770414769800003,-0.00654957319200003,50,50,100,True,0.107723,0.0
2011,11,2011-11-01,-0.010690772724000002,0.0006286887380000001,-0.011319461462000002,50,50,100,True,-0.005059,0.0
2011,12,2011-12-01,0.009457747721999999,0.008493214224,0.0009645334979999989,50,50,100,True,0.008533,0.0
2012,1,2012-01-01,0.049486823182000005,0.051852112206,-0.002365289023999996,50,50,100,True,0.043583,0.0
2012,2,2012-02-01,0.048611697111999995,0.035051335374,0.013560361737999994,50,50,100,True,0.040589,0.0
2012,3,2012-03-01,0.030117052512,0.033149796906,-0.0030327443939999997,50,50,100,True,0.031332,0.0
2012,4,2012-04-01,-0.016306027102,0.005086148854,-0.021392175956,50,50,100,True,-0.007497,0.0
2012,5,2012-05-01,-0.058903847122,-0.068133202262,0.009229355139999992,50,50,100,True,-0.062651,0.0001
2012,6,2012-06-01,0.038721922278,0.041723603516,-0.0030016812380000008,50,50,100,True,0.039555,0.0
2012,7,2012-07-01,0.004915234134,0.010413793966000002,-0.005498559832000001,50,50,100,True,0.012598,0.0
2012,8,2012-08-01,0.028093614438000004,0.028485253842,-0.00039163940399999583,50,50,100,True,0.019763,0.0001
2012,9,2012-09-01,0.029948242746,0.020514062946,0.009434179800000001,50,50,100,True,0.024236,0.0001
2012,10,2012-10-01,-0.006844553548000002,-0.0020763187300000003,-0.004768234818000002,50,50,100,True,-0.019789,0.0001
2012,11,2012-11-01,-0.012609252894,0.016183679391999998,-0.028792932285999998,50,50,100,True,0.002847,0.0001
2012,12,2012-12-01,0.019530450786,0.020610359674,-0.0010799088880000009,50,50,100,True,0.007068,0.0001
2013,1,2013-01-01,0.056111815478,0.070279669234,-0.014167853756,50,50,100,True,0.050428,0.0
2013,2,2013-02-01,0.007485364966,0.020652034202,-0.013166669236,50,50,100,True,0.011061,0.0
2013,3,2013-03-01,0.03002411415,0.051068870940000004,-0.021044756790000004,50,50,100,True,0.035988,0.0
2013,4,2013-04-01,0.022646025710000003,0.019254163016,0.0033918626940000023,50,50,100,True,0.018086,0.0
2013,5,2013-05-01,0.027352019489999994,0.039188225182,-0.011836205692000005,50,50,100,True,0.020763,0.0
2013,6,2013-06-01,-0.009718786802,-0.0139758608,0.0042570739980000005,50,50,100,True,-0.014999,0.0
2013,7,2013-07-01,0.051435610378,0.051890551322,-0.00045494094400000407,50,50,100,True,0.049462,0.0
2013,8,2013-08-01,-0.030910303826,-0.030699307756000004,-0.00021099606999999687,50,50,100,True,-0.031298,0.0
2013,9,2013-09-01,0.029693855994,0.035221058936,-0.005527202942000001,50,50,100,True,0.029749,0.0
2013,10,2013-10-01,0.043211264358000004,0.054752606952,-0.011541342593999998,50,50,100,True,0.044596,0.0
2013,11,2013-11-01,0.042471095092000005,0.018696134918000002,0.023774960174000003,50,50,100,True,0.028049,0.0
2013,12,2013-12-01,0.02618686058,0.026764536166,-0.0005776755860000017,50,50,100,True,0.023563,0.0
2014,1,2014-01-01,-0.04234564287399999,-0.022850326068000002,-0.01949531680599999,50,50,100,True,-0.035583,0.0
2014,2,2014-02-01,0.04134906337199999,0.052449814128,-0.011100750756000005,50,50,100,True,0.043117,0.0
2014,3,2014-03-01,0.021998846452,0.016735846632000003,0.005262999819999996,50,50,100,True,0.006932,0.0
2014,4,2014-04-01,0.007228685316000001,0.0035095051500000007,0.003719180166,50,50,100,True,0.006201,0.0
2014,5,2014-05-01,0.018738936414,0.015279291579999998,0.0034596448340000006,50,50,100,True,0.02103,0.0
2014,6,2014-06-01,0.016834792344,0.022459783432,-0.005624991087999999,50,50,100,True,0.019058,0.0
2014,7,2014-07-01,-0.015389609712,-0.009796581107999998,-0.005593028604000001,50,50,100,True,-0.01508,0.0
2014,8,2014-08-01,0.038912685902,0.028303651876,0.010609034025999997,50,50,100,True,0.037655,0.0
2014,9,2014-09-01,-0.004260648163999999,-0.014670380126,0.010409731962000002,50,50,100,True,-0.015514,0.0
2014,10,2014-10-01,0.026360792135999997,0.022346391396,0.004014400739999997,50,50,100,True,0.023201,0.0
2014,11,2014-11-01,0.020312925182000004,0.040992852100000005,-0.020679926918,50,50,100,True,0.024534,0.0
2014,12,2014-12-01,0.003644548912000001,0.008571499408,-0.004926950495999999,50,50,100,True,-0.004189,0.0
2015,1,2015-01-01,-0.049637810578000006,-0.025538615306000007,-0.024099195272,50,50,100,True,-0.031041,0.0
2015,2,2015-02-01,0.06185136999,0.053978605362000005,0.007872764627999997,50,50,100,True,0.054893,0.0
2015,3,2015-03-01,-0.012330841350000003,-0.018654252544000004,0.006323411194000001,50,50,100,True,-0.017396,0.0
2015,4,2015-04-01,-0.00037279700599999994,0.011231906179999997,-0.011604703185999998,50,50,100,True,0.008521,0.0
2015,5,2015-05-01,0.016379314414,0.0031872743620000006,0.013192040052,50,50,100,True,0.010491,0.0
2015,6,2015-06-01,-0.014012657828000001,-0.024809638284,0.010796980455999998,50,50,100,True,-0.021012,0.0
2015,7,2015-07-01,0.031069392861999997,0.0032684509039999986,0.027800941957999998,50,50,100,True,0.019742,0.0
2015,8,2015-08-01,-0.067654038226,-0.059072603056,-0.008581435169999999,50,50,100,True,-0.062581,0.0
2015,9,2015-09-01,-0.020671397802,-0.035147892318,0.014476494516000003,50,50,100,True,-0.026443,0.0
2015,10,2015-10-01,0.07359347107,0.07989687961400001,-0.006303408544000008,50,50,100,True,0.082983,0.0
2015,11,2015-11-01,0.0071596264340000005,0.0037892168559999994,0.003370409578000001,50,50,100,True,0.000505,0.0
2015,12,2015-12-01,-0.009812498267999998,-0.025960226907999998,0.016147728639999998,50,50,100,True,-0.01753,0.0001
2016,1,2016-01-01,-0.04988423452,-0.05703569860400001,0.0071514640840000115,50,50,100,True,-0.050735,0.0001
2016,2,2016-02-01,-0.002075269044000001,0.00871142726,-0.010786696304,50,50,100,True,-0.004128,0.0002
2016,3,2016-03-01,0.072807624282,0.07803224758999999,-0.005224623307999998,50,50,100,True,0.065991,0.0002
2016,4,2016-04-01,0.016065787956000003,0.026729428314,-0.010663640357999996,50,50,100,True,0.002699,0.0001
2016,5,2016-05-01,0.004166831126000001,0.010499771404,-0.0063329402779999985,50,50,100,True,0.015329,0.0001
2016,6,2016-06-01,0.00353025661,0.006072304977999999,-0.0025420483679999993,50,50,100,True,0.000906,0.0002
2016,7,2016-07-01,0.02614238165,0.05094862156,-0.024806239909999996,50,50,100,True,0.03561,0.0002
2016,8,2016-08-01,0.0018841706480000003,0.016141882315999997,-0.014257711667999997,50,50,100,True,-0.001219,0.0002
2016,9,2016-09-01,-0.006217606692,0.004381479190000001,-0.010599085882000002,50,50,100,True,-0.001234,0.0002
2016,10,2016-10-01,-0.018156809212,-0.008625635524000001,-0.009531173688,50,50,100,True,-0.019426,0.0002
2016,11,2016-11-01,0.04932747366799999,0.08097908944,-0.03165161577200001,50,50,100,True,0.034174,0.0001
2016,12,2016-12-01,0.018028213834000002,0.02217285683,-0.004144642995999998,50,50,100,True,0.018201,0.0003
2017,1,2017-01-01,0.018533066461999998,0.005390073238,0.013142993223999998,50,50,100,True,0.017884,0.0004
2017,2,2017-02-01,0.051245489123999996,0.032904652086,0.018340837037999998,50,50,100,True,0.037198,0.0004
2017,3,2017-03-01,-0.007631875394000001,-0.007885829581999999,0.0002539541879999982,50,50,100,True,-0.000389,0.0003
2017,4,2017-04-01,0.009190523849999998,0.003623966132000002,0.005566557717999996,50,50,100,True,0.009091,0.0005
2017,5,2017-05-01,0.0076780803580000015,-0.0014231313840000004,0.009101211742000001,50,50,100,True,0.011576,0.0006
