permno,ticker,company,position_type,months_held,avg_monthly_return,total_contribution,win_rate,avg_predicted_eps,avg_actual_eps,first_date,last_date,eps_prediction_error,eps_direction_correct
58246,NTRS,NORTHN TRUST,SHORT,29,-0.02358350955517241,-0.6839217770999999,0.20689655172413793,-16.57696702864641,0.7310344827586209,2010-01-01,2015-05-01,17.30800151140503,False
83862,ETFC,E*TRADE FINANCIA,SHORT,19,0.0540393716,1.0267480603999999,0.631578947368421,-21.218543720005894,0.017894736842105262,2010-01-01,2011-12-01,21.236438456848,False
77264,AMLN,AMYLIN PHARMACEU,SHORT,4,-0.241448520675,-0.9657940827,0.0,-18.32161332791652,-0.635,2010-01-01,2012-04-01,17.68661332791652,True
71271,Y,ALLEGHANY CP DEL,SHORT,18,-0.008815212816666666,-0.1586738307,0.4444444444444444,-14.42415673257744,4.179294444444445,2010-01-01,2013-12-01,18.603451177021885,False
86830,INFA,INFORMATICA CORP,SHORT,28,-0.0053160305178571446,-0.14884885450000004,0.5,-19.778007680201394,0.3407142857142858,2010-01-01,2013-05-01,20.11872196591568,False
91109,XCO,EXCO RESOURCES,SHORT,6,0.06997568733333333,0.41985412399999994,0.8333333333333334,-25.48683403114551,2.7683666666666666,2010-01-01,2010-07-01,28.255200697812175,False
86759,KWK,QUICKSILVER RES,SHORT,7,0.019694745885714286,0.1378632212,0.7142857142857143,-27.44012929545239,0.21142857142857138,2010-01-01,2010-07-01,27.65155786688096,False
77661,DHI,D R HORTON INC,SHORT,54,-0.02340775435185185,-1.2640187349999998,0.3888888888888889,-21.489983142282078,0.23870370370370375,2010-01-01,2015-05-01,21.72868684598578,False
80303,AKS,AK STEEL HOLDING,SHORT,6,0.04717928088333334,0.28307568530000005,0.5,-24.222846206716422,0.24,2010-01-01,2017-01-01,24.46284620671642,False
34746,FITB,5TH 3RD BCP OH,SHORT,6,-0.023566504616666668,-0.1413990277,0.8333333333333334,-17.438439392316287,0.21833333333333335,2010-01-01,2011-07-01,17.65677272564962,False
89195,PFG,PRINCIPAL FINANC,SHORT,1,0.041181434,0.041181434,1.0,-27.37645218312794,0.62,2010-01-01,2010-01-01,27.996452183127943,False
86525,CNQR,CONCUR TECH,SHORT,35,-0.01972636559142857,-0.6904227956999999,0.34285714285714286,-20.669197101424082,0.20657142857142854,2010-01-01,2014-10-01,20.87576852999551,False
38659,GNTX,GENTEX CORP,SHORT,10,-0.02089446974,-0.20894469740000002,0.2,-21.747262108620777,0.1335,2010-01-01,2012-05-01,21.88076210862078,False
42906,HBAN,HUNTINGT BCSH OH,SHORT,21,-0.00928966694761905,-0.19508300590000002,0.5238095238095238,-22.422991412531665,0.0880952380952381,2010-01-01,2011-12-01,22.511086650626904,False
80072,VLY,VALLEY NATL NJ,SHORT,13,-0.014521534069230771,-0.18877994290000003,0.38461538461538464,-24.93252584191733,0.17902307692307692,2010-01-01,2012-02-01,25.111548918840406,False
69032,MS,MORGAN STANLEY,LONG,6,-0.00035458706666666867,-0.002127522400000012,0.6666666666666666,12.790288196322342,1.5499999999999998,2020-01-01,2023-03-01,11.240288196322343,True
69032,MS,MORGAN STANLEY,SHORT,25,-0.0036891656959999997,-0.09222914239999999,0.52,-20.95990760818881,0.37879999999999997,2010-01-01,2013-02-01,21.33870760818881,False
47896,JPM,JPMORGAN CHASE,LONG,9,0.017332689133333332,0.1559942022,0.5555555555555556,18.721347850366048,4.026666666666667,2023-02-01,2023-12-01,14.69468118369938,True
47896,JPM,JPMORGAN CHASE,SHORT,20,-0.013946736675000002,-0.27893473350000003,0.45,-20.500288146210018,1.1155000000000004,2010-01-01,2012-11-01,21.61578814621002,False
90914,WBMD,WEBMD HEALTH,SHORT,6,0.009762642416666661,0.05857585449999997,0.3333333333333333,-23.87049277337013,0.10166666666666668,2010-01-01,2012-01-01,23.972159440036798,False
60442,PNC,PNC FIN SER,LONG,1,-0.029160375,-0.029160375,0.0,13.62887022663594,3.26,2021-01-01,2021-01-01,10.36887022663594,True
60442,PNC,PNC FIN SER,SHORT,4,-0.064884352425,-0.2595374097,0.25,-28.79561244278088,1.0375,2010-01-01,2010-04-01,29.83311244278088,False
82775,HIG,HARTFORD FIN SVC,LONG,7,0.024738833728571424,0.17317183609999998,0.7142857142857143,13.236714561848483,0.9885714285714287,2015-02-01,2015-12-01,12.248143133277054,True
82775,HIG,HARTFORD FIN SVC,SHORT,21,-0.04380375945714285,-0.9198789485999999,0.23809523809523808,-18.65320367080131,0.7333333333333334,2010-01-01,2013-07-01,19.386537004134645,False
35554,MTB,M & T BANK CORP,SHORT,14,-0.02454116377857143,-0.3435762929,0.35714285714285715,-25.06560765883035,1.3264285714285715,2010-01-01,2011-12-01,26.39203623025892,False
91968,TFSL,TFS FINANCIAL CO,SHORT,18,0.004293470200000001,0.07728246360000002,0.3333333333333333,-25.498924036554445,0.001666666666666667,2010-01-01,2012-05-01,25.50059070322111,False
49656,BK,THE BANK OF NEW,SHORT,29,-0.013166255741379307,-0.3818214164999999,0.4482758620689655,-21.307442011049883,0.5513793103448276,2010-01-01,2012-12-01,21.85882132139471,False
37234,FST,FOREST OIL CP,SHORT,5,-0.0679593455,-0.3397967275,0.2,-29.1310717654217,0.476,2010-01-01,2010-07-01,29.6070717654217,False
71563,BBT,BB&T CP,SHORT,4,0.04165252805,0.1666101122,0.75,-26.982699503280024,0.29250000000000004,2010-01-01,2010-07-01,27.275199503280025,False
76744,VRTX,VERTEX PHARMACEU,SHORT,71,-0.013205546073239436,-0.9375937712,0.4507042253521127,-20.18934211761183,-0.31943661971830994,2010-01-01,2018-07-01,19.86990549789352,True
67847,RGLD,ROYAL GOLD INCOR,SHORT,19,0.013568982515789474,0.2578106678,0.5789473684210527,-20.469880089200707,0.25789473684210534,2010-01-01,2013-10-01,20.72777482604281,False
23916,CYN,CITY NATL CP CA,SHORT,11,-0.025523457636363635,-0.280758034,0.36363636363636365,-26.83021458665796,0.5936363636363637,2010-01-01,2010-12-01,27.423850950294323,False
59408,BAC,BANK OF AMERICA,LONG,12,0.021524382225,0.2582925867,0.5833333333333334,18.602178503391823,0.8366666666666664,2022-05-01,2023-12-01,17.765511836725157,True
59408,BAC,BANK OF AMERICA,SHORT,33,-0.01496846046666667,-0.4939591954000001,0.42424242424242425,-22.363744866480587,0.15151515151515155,2010-01-01,2013-04-01,22.51526001799574,False
66157,USB,US BANCORP,SHORT,4,-0.045814419525,-0.1832576781,0.25,-33.87140981044979,0.33,2010-01-01,2010-04-01,34.20140981044979,False
81577,WFSL,WASH FED INC,SHORT,5,0.02720885552000001,0.13604427760000004,0.6,-28.25918445077947,0.22600000000000003,2010-01-01,2010-07-01,28.485184450779467,False
79785,NVR,NVR INC,SHORT,25,-0.014564714504000001,-0.3641178626,0.44,-23.116737589565755,8.587200000000001,2010-01-01,2013-03-01,31.703937589565754,False
76123,JOE,ST. JOE CO,SHORT,18,0.03189720953888889,0.5741497716999999,0.5555555555555556,-35.91368102203958,-0.14833333333333332,2010-01-01,2013-02-01,35.76534768870625,True
86791,VSEA,VARIAN SEMI,SHORT,9,0.008097536022222221,0.0728778242,0.5555555555555556,-30.349152405237117,0.5966666666666667,2010-01-01,2011-06-01,30.945819071903784,False
11786,SIVB,SVB FINANCIAL,SHORT,41,-0.012943947246341462,-0.5307018371,0.36585365853658536,-20.679519423694572,0.9558536585365853,2010-01-01,2015-05-01,21.63537308223116,False
79859,NYB,NY COMTY BANCORP,SHORT,40,-0.0145760889925,-0.5830435597,0.4,-20.500483382317224,0.29050000000000004,2010-01-01,2016-11-01,20.790983382317226,False
51706,MI,MARSHALL& ILSLEY,SHORT,13,-0.03320731066923078,-0.4316950387000001,0.46153846153846156,-30.297221952393592,-0.3130769230769231,2010-01-01,2011-01-01,29.984145029316668,True
38703,WFC,WELLS FARGO,LONG,56,-0.012754601276785715,-0.7142576715000001,0.5,17.785573033887204,0.8923214285714286,2018-02-01,2023-12-01,16.893251605315776,True
38703,WFC,WELLS FARGO,SHORT,4,-0.0546942549,-0.2187770196,0.25,-37.20019164719679,0.3575,2010-01-01,2010-04-01,37.55769164719679,False
86820,CFFN,CAPITOL FEDERAL,SHORT,12,0.013190679491666664,0.15828815389999998,0.4166666666666667,-34.10570135212727,0.10137499999999999,2010-01-01,2012-06-01,34.20707635212727,False
52708,LEN,LENNAR CP,SHORT,23,-0.035399499773913046,-0.8141884948000001,0.34782608695652173,-31.099244174398496,0.15782608695652173,2010-01-01,2014-03-01,31.257070261355018,False
72726,STT,STATE STREET,SHORT,19,-0.003561820963157897,-0.06767459830000004,0.42105263157894735,-23.32300588104708,0.9415789473684211,2010-01-01,2013-02-01,24.2645848284155,False
90164,GHL,GREENHILL,SHORT,7,-0.0037838286428571416,-0.02648680049999999,0.5714285714285714,-31.281864579029765,0.3085714285714286,2010-01-01,2011-01-01,31.590436007601195,False
77175,AMSC,AMERN SUPERCONDU,SHORT,2,0.1669805905,0.333961181,1.0,-38.40912836901107,1.9,2010-01-01,2010-02-01,40.30912836901107,False
88335,DNDN,DENDREON,SHORT,21,0.013468380757142854,0.2828359958999999,0.5238095238095238,-47.80861671935915,-0.7271428571428571,2010-01-01,2012-02-01,47.08147386221629,True
86804,JEF,JEFFERIES GROUP,SHORT,17,-0.026923216452941177,-0.4576946797,0.4117647058823529,-28.789992752701703,0.3147058823529411,2010-01-01,2012-11-01,29.104698635054646,False
84827,RMBS,RAMBUS INC.,SHORT,14,0.04638121145714286,0.6493369604,0.5,-39.54730262153766,0.24000000000000002,2010-01-01,2011-11-01,39.78730262153766,False
91275,LCAPA,LIBERTY CAPITAL,SHORT,14,-0.0662741202357143,-0.9278376833000002,0.35714285714285715,-48.863521791582,1.659285714285714,2010-01-01,2011-07-01,50.52280750586772,False
86719,EWBC,EAST WEST BANC,SHORT,46,-0.008016334069565218,-0.3687513672,0.43478260869565216,-24.977141957590977,0.46326086956521734,2010-01-01,2015-01-01,25.440402827156195,False
83541,ONXX,ONYX PHARM,SHORT,34,-0.04715549517352941,-1.6032868359,0.5,-27.36460586650621,-0.17558823529411766,2010-01-01,2013-07-01,27.189017631212092,True
89014,COL,ROCKWELL COLLINS,LONG,25,0.023299002739999998,0.5824750685,0.6,20.023424193524292,1.1164,2010-02-01,2014-04-01,18.907024193524293,True
89525,CMCSA,COMCAST CORP,LONG,100,0.01119185905,1.1191859050000001,0.59,18.894821313525515,0.6673000000000002,2010-02-01,2023-12-01,18.227521313525514,True
91547,SAI,SAIC,LONG,14,-0.033053917821428566,-0.46275484949999995,0.35714285714285715,19.524209493415785,1.134285714285714,2010-02-01,2011-12-01,18.389923779130072,True
91547,SAI,SAIC,SHORT,1,-0.0292223404,-0.0292223404,0.0,-12.118404709085777,0.88,2017-04-01,2017-04-01,12.998404709085777,False
75383,BEC,BECKMAN COULTER,LONG,5,-0.03160881618,-0.1580440809,0.6,23.362513392906973,0.8800000000000001,2010-02-01,2010-09-01,22.482513392906974,True
86725,LIFE,LIFE TECHNOLOGIE,LONG,3,0.03276919933333333,0.098307598,1.0,23.442433332270866,0.87,2010-02-01,2010-04-01,22.572433332270865,True
60599,CTL,CENTURYTEL INC,LONG,45,0.010866078546666666,0.4889735346,0.5333333333333333,17.925180890854374,0.6962222222222221,2010-02-01,2017-03-01,17.228958668632153,True
89004,FTI,FMC TECH,LONG,1,0.0564227961,0.0564227961,1.0,22.10042551629377,0.4,2010-02-01,2010-02-01,21.700425516293773,True
68340,VRX,VALEANT PHARMA,LONG,3,0.10447399433333333,0.313421983,1.0,24.22644038385418,0.65,2010-02-01,2010-04-01,23.57644038385418,True
87146,NST,NSTAR,LONG,1,-0.015142704,-0.015142704,0.0,21.647402474603027,0.56,2010-02-01,2010-02-01,21.087402474603028,True
48506,MCO,MOODY'S CORP.,LONG,28,-0.005766433085714286,-0.16146012640000001,0.39285714285714285,17.54163832874227,0.9982142857142858,2010-02-01,2022-04-01,16.543424043027983,True
39642,BDX,BECTON DICKINSON,LONG,28,0.013327626149999999,0.3731735322,0.6428571428571429,16.59708690598457,1.4942857142857144,2010-02-01,2019-03-01,15.102801191698854,True
69649,RJF,RAY JAMES FINL,SHORT,31,-0.018515095796774194,-0.5739679697,0.3548387096774194,-16.878950831389776,0.41182580645161293,2010-02-01,2013-07-01,17.29077663784139,False
10302,CY,CYPRESS SEMICOND,SHORT,3,-0.05940685476666666,-0.1782205643,0.3333333333333333,-23.17809467821253,0.15666666666666668,2010-02-01,2015-11-01,23.334761344879198,False
87612,ISIL,INTERSIL CORP,SHORT,4,-0.055640244825000004,-0.22256097930000002,0.25,-25.49030522800822,0.22,2010-02-01,2016-09-01,25.71030522800822,False
82107,WABC,WESTAMER BCPN CA,SHORT,1,0.006117322,0.006117322,1.0,-28.39864881528225,0.8,2010-02-01,2010-02-01,29.19864881528225,False
85994,FNFG,FIRST NIAGARA,SHORT,24,0.016665047108333334,0.3999611306,0.5833333333333334,-21.681897547097275,0.22791666666666666,2010-02-01,2012-04-01,21.90981421376394,False
90022,ATHR,ATHEROS COMMUNIC,SHORT,7,-0.04706540364285715,-0.3294578255,0.14285714285714285,-26.39893209502708,0.6085714285714285,2010-02-01,2011-02-01,27.00750352359851,False
88197,FULT,FULTON FIN CP PA,SHORT,8,-0.0024297861375000007,-0.019438289100000006,0.5,-25.176135362875634,0.15125,2010-02-01,2011-05-01,25.327385362875635,False
66245,MDC,MDC HOLDINGS,SHORT,2,-0.13494922695,-0.2698984539,0.0,-21.08591327361554,0.6099,2010-02-01,2023-12-01,21.69581327361554,False
92381,ABII,ABRAXIS BIOSCIEN,SHORT,1,0.20807834,0.20807834,1.0,-36.28230531351694,-0.12,2010-02-01,2010-02-01,36.162305313516946,True
88811,SLXP,SALIX PHARMA,SHORT,50,-0.029508654942000005,-1.4754327471000002,0.4,-24.3533533918562,0.5214,2010-02-01,2015-02-01,24.8747533918562,False
15318,ASBC,ASSOC BANC CP WI,SHORT,13,-0.009686239299999998,-0.12592111089999997,0.46153846153846156,-32.68960356612549,-0.03076923076923077,2010-02-01,2011-04-01,32.65883433535626,True
92890,MJN,MEAD JOHNSON NUT,LONG,10,0.030430274459999997,0.30430274459999995,0.7,26.081535624308252,0.6040000000000001,2010-03-01,2010-12-01,25.477535624308253,True
80795,AMED,AMEDISYS INC,LONG,1,-0.042250915,-0.042250915,0.0,24.38120425480047,1.29,2010-03-01,2010-03-01,23.09120425480047,True
76695,PNRA,PANERA BREAD CO,LONG,8,0.027994820487500002,0.22395856390000002,0.5,15.202588339721025,1.605,2010-03-01,2015-07-01,13.597588339721025,True
53866,FDO,FAMILY DLR STORS,LONG,20,0.025757277925,0.5151455585,0.65,17.25041464160932,0.7925,2010-03-01,2014-04-01,16.45791464160932,True
16600,HSY,HERSHEY,LONG,33,0.017313367516205456,0.5713411280347801,0.6666666666666666,19.38846081316997,0.8096969696969697,2010-03-01,2014-11-01,18.578763843473002,True
76624,PMCS,PMC-SIERRA INC,SHORT,2,-0.033325638500000004,-0.06665127700000001,0.5,-27.020510838410495,0.19,2010-03-01,2010-04-01,27.210510838410496,False
70228,TOL,TOLL BROTHERS IN,SHORT,20,-0.012857465709999998,-0.2571493142,0.45,-19.824514369885467,0.3505,2010-03-01,2014-01-01,20.175014369885467,False
82800,SCCO,SOUTHERN COPPER,LONG,1,0.0153895335,0.0153895335,1.0,11.882511259849489,0.63,2012-08-01,2012-08-01,11.252511259849488,True
82800,SCCO,SOUTHERN COPPER,SHORT,1,-0.0785784515,-0.0785784515,0.0,-27.568098119002183,0.4452,2010-03-01,2010-03-01,28.013298119002183,False
87842,MET,METLIFE INC,LONG,9,0.02831025360000001,0.25479228240000007,0.6666666666666666,17.501560085296962,2.2311111111111117,2021-01-01,2021-12-01,15.27044897418585,True
87842,MET,METLIFE INC,SHORT,25,-0.010911664052000001,-0.2727916013,0.4,-19.016064496705766,1.2804,2010-03-01,2013-12-01,20.296464496705767,False
84792,BEXP,BRIGHAM CO.,SHORT,11,-0.03136922799090909,-0.3450615079,0.45454545454545453,-27.419700358660577,0.18,2010-03-01,2011-04-01,27.599700358660577,False
75316,BID,SOTHEBY'S,SHORT,4,-0.0748512659,-0.2994050636,0.25,-26.039568290440567,0.2,2010-03-01,2014-12-01,26.239568290440566,False
85914,BBY,BEST BUY INC,LONG,15,-0.03599150428,-0.5398725642000001,0.3333333333333333,18.33188972230473,0.786,2010-04-01,2012-06-01,17.54588972230473,True
81481,DLTR,DOLLAR TREE INC,LONG,36,0.01752682849444444,0.6309658257999999,0.6666666666666666,18.632069654383432,0.6031027777777779,2010-04-01,2014-09-01,18.028966876605654,True
81481,DLTR,DOLLAR TREE INC,SHORT,1,-0.023223644,-0.023223644,0.0,-14.626373859540852,1.01,2015-12-01,2015-12-01,15.636373859540852,False
17144,GIS,GEN MILLS INC,LONG,11,0.01829316419090909,0.20122480610000001,0.8181818181818182,14.26081898858463,0.67,2010-04-01,2015-03-01,13.59081898858463,True
32870,HRL,HORMEL FOODS CP,LONG,1,-0.024856012,-0.024856012,0.0,22.577726758750703,0.1675,2010-04-01,2010-04-01,22.410226758750703,True
48486,LRCX,LAM RESEARCH,SHORT,1,-0.0861808451,-0.0861808451,0.0,-27.464784337021545,0.94,2010-04-01,2010-04-01,28.404784337021546,False
16505,BPOP,POPULAR INC,SHORT,13,0.017706489076923074,0.23018435799999998,0.5384615384615384,-22.02367386291942,-0.27692307692307705,2010-04-01,2012-04-01,21.746750785996344,True
64486,PL,PROTECTIVE LIFE,SHORT,9,-0.05424308120000001,-0.48818773080000005,0.3333333333333333,-20.974507330945176,0.8655555555555555,2010-04-01,2012-04-01,21.840062886500732,False
87785,ITMN,INTERMUNE INC.,SHORT,11,0.07560050636363634,0.8316055699999998,0.7272727272727273,-33.016585496701595,-0.5409090909090909,2010-04-01,2014-07-01,32.475676405792505,True
87255,TIVO,TIVO INC,SHORT,2,0.2307255567,0.4614511134,0.5,-40.00780448741187,-0.13,2010-04-01,2010-05-01,39.877804487411865,True
81774,FCX,FRPT MCMO COPPER,LONG,16,0.0077288387812500005,0.12366142050000001,0.5625,23.79501356174776,1.0175,2010-05-01,2012-06-01,22.77751356174776,True
81774,FCX,FRPT MCMO COPPER,SHORT,10,-0.05278841461,-0.5278841461,0.4,-16.359292357979466,0.053000000000000005,2016-03-01,2017-02-01,16.412292357979467,False
76625,CEPH,CEPHALON INC,LONG,7,-0.0035654030285714286,-0.0249578212,0.2857142857142857,25.26577447697526,2.1157142857142857,2010-05-01,2010-12-01,23.150060191260973,True
77668,ESRX,EXPRESS SCRIPTS,LONG,51,0.006555939492156863,0.3343529141,0.6078431372549019,15.20606994840413,1.5098039215686274,2010-05-01,2018-08-01,13.696266026835502,True
82643,LXK,LEXMARK INTL INC,LONG,10,-0.02883145381,-0.2883145381,0.4,28.044078413917013,1.168,2010-05-01,2012-07-01,26.876078413917014,True
19561,BA,BOEING CO,LONG,79,0.01611676151518987,1.2732241596999998,0.569620253164557,15.400392357275724,1.8382278481012657,2010-05-01,2019-07-01,13.562164509174458,True
43721,LZ,LUBRIZOL CP,LONG,7,0.05568111832857143,0.3897678283,0.5714285714285714,22.800188542893526,2.7014285714285715,2010-05-01,2011-03-01,20.098759971464954,True
10145,HON,HONEYWELL INTL,LONG,82,0.012646613456097562,1.0370223034000001,0.5975609756097561,15.429297547409922,1.8671951219512193,2010-05-01,2023-12-01,13.562102425458702,True
79244,USG,USG CP,SHORT,13,0.01947265133076923,0.25314446729999995,0.5384615384615384,-14.984235263208927,-0.18384615384615385,2010-05-01,2014-04-01,14.800389109362772,True
12073,PBCT,PEOPLES UNITED F,SHORT,8,0.007467264350000001,0.059738114800000006,0.5,-26.25153953771104,0.0875,2010-05-01,2010-12-01,26.339039537711038,False
80924,SIRI,SIRIUS XM RADIO,LONG,14,0.011991236478571431,0.16787731070000003,0.5,11.749496363169348,0.05357142857142859,2016-07-01,2020-04-01,11.695924934597919,True
80924,SIRI,SIRIUS XM RADIO,SHORT,2,0.1018103565,0.203620713,1.0,-26.35530814992531,-0.01,2010-05-01,2010-06-01,26.34530814992531,True
65330,LM,LEGG MASON INC,SHORT,3,0.029100504966666663,0.08730151489999999,0.6666666666666666,-27.778466290341512,0.3,2010-05-01,2010-07-01,28.078466290341513,False
85271,ACAS,AMERICAN CAPITAL,SHORT,12,-0.04801530531666667,-0.5761836638000001,0.25,-24.688152536924246,0.15999999999999998,2010-05-01,2011-04-01,24.848152536924246,False
37584,BEN,FRANKLIN RES INC,SHORT,6,-0.006325859299999996,-0.03795515579999997,0.5,-29.474944673924288,0.5383499999999999,2010-05-01,2010-10-01,30.01329467392429,False
75186,SCHW,CHARLES SCHWAB,SHORT,43,-0.011530140179069767,-0.4957960277,0.4418604651162791,-18.45378352652708,0.1732558139534884,2010-05-01,2014-07-01,18.627039340480568,False
35044,RF,REGIONS FINL COR,SHORT,3,0.053085313000000016,0.15925593900000004,0.6666666666666666,-28.841086375720383,-0.28,2010-05-01,2010-07-01,28.561086375720382,True
76804,MTG,MGIC INVT CORP W,SHORT,22,0.03680895415454546,0.8097969914,0.5454545454545454,-24.547144771924863,0.1040909090909091,2010-05-01,2018-04-01,24.651235681015773,False
75175,MBI,MBIA INC,SHORT,17,0.0032940354117647046,0.05599860199999998,0.5294117647058824,-34.55802290429183,-0.007058823529411773,2010-05-01,2012-10-01,34.55096408076242,True
79977,HGSI,HUMAN GENOME SCI,SHORT,20,0.049729965274999996,0.9945993055,0.65,-22.31947034911708,-0.421,2010-06-01,2012-07-01,21.89847034911708,True
83699,TIE,TITANIUM METALS,SHORT,8,-0.004789378274999999,-0.03831502619999999,0.625,-25.22807695250132,0.12125,2010-06-01,2011-02-01,25.34932695250132,False
91493,APKT,ACME PACKET INC,SHORT,20,-0.009996765965000005,-0.1999353193000001,0.55,-28.314470042166995,0.24399999999999994,2010-06-01,2012-01-01,28.558470042166995,False
91302,JCG,J CREW GROUP,LONG,1,-0.032156514,-0.032156514,0.0,25.21062630161784,0.53,2010-07-01,2010-07-01,24.68062630161784,True
82642,EL,ESTEE LAUDER COS,LONG,10,0.01797651119,0.1797651119,0.5,18.21227373614088,0.516,2010-07-01,2022-11-01,17.69627373614088,True
24942,RTN,RAYTHEON CO,LONG,11,-0.011575899781818184,-0.12733489760000002,0.2727272727272727,16.576156367103724,1.250909090909091,2010-07-01,2012-05-01,15.325247276194634,True
70578,ECL,ECOLAB INC,LONG,8,0.0067720660375,0.0541765283,0.375,17.967180449333476,1.0899999999999999,2010-07-01,2019-11-01,16.877180449333476,True
89805,CSE,CAPITALSOURCE IN,SHORT,7,-0.03387115184285714,-0.23709806289999996,0.42857142857142855,-25.10319894417455,0.008571428571428579,2010-07-01,2011-09-01,25.11177037274598,False
90090,SBNY,SIGN BANK,SHORT,5,-0.0224281734,-0.112140867,0.2,-21.373983262324213,0.78,2010-07-01,2011-12-01,22.153983262324214,False
90756,OSK,OSHKOSH CORP,LONG,5,0.020399841919999995,0.10199920959999997,0.6,30.623856222362075,1.3399999999999999,2010-08-01,2010-12-01,29.283856222362076,True
27887,BAX,BAXTER INTL,LONG,20,0.026782458485,0.5356491697,0.75,17.56149388219565,1.1195000000000002,2010-08-01,2013-08-01,16.44199388219565,True
26470,EGN,ENERGEN CP,LONG,3,0.003542347366666665,0.010627042099999994,0.3333333333333333,24.68530975751064,0.73,2010-08-01,2010-10-01,23.95530975751064,True
26470,EGN,ENERGEN CP,SHORT,12,-0.06818561435833333,-0.8182273723,0.4166666666666667,-15.932432879801704,-0.31,2016-03-01,2017-02-01,15.622432879801703,True
92655,UNH,UNITEDHEALTH GRP,LONG,70,0.023128342097142856,1.6189839467999998,0.5857142857142857,16.922076081120785,4.181428571428573,2010-08-01,2023-12-01,12.740647509692213,True
28345,MUR,MURPHY OIL CP,LONG,25,-0.008070990028,-0.2017747507,0.48,17.682878613779998,0.6299999999999999,2010-08-01,2015-07-01,17.05287861378,True
22592,MMM,3M CO,LONG,82,0.0026201630682926836,0.21485337160000004,0.573170731707317,14.894134638039763,2.22109756097561,2010-08-01,2022-12-01,12.673037077064153,True
85032,Q,QWEST COMMUNIC,LONG,1,-0.001866741,-0.001866741,0.0,22.878336428876626,0.11,2010-08-01,2010-08-01,22.768336428876626,True
68857,CVC,CABLEVISION SYS,LONG,8,-0.035042937487499995,-0.28034349989999996,0.375,20.181133056454225,0.29875,2010-08-01,2011-12-01,19.882383056454227,True
21792,CNP,CENTERPOINT ENER,LONG,1,0.0529569516,0.0529569516,1.0,22.625809721696623,0.25,2010-08-01,2010-08-01,22.375809721696623,True
85991,LVLT,LEVEL 3 COMM,SHORT,8,-0.0354794745375,-0.2838357963,0.375,-15.740968079336083,-0.9975,2010-08-01,2012-09-01,14.743468079336083,True
52230,RHI,ROBERT HALF INTL,SHORT,3,-0.0364679352,-0.1094038056,0.3333333333333333,-23.557666228642347,0.14,2010-08-01,2010-10-01,23.697666228642348,False
58318,TEX,TEREX CP,SHORT,2,-0.09047076669999998,-0.18094153339999997,0.5,-24.781666419839503,-0.34,2010-08-01,2010-09-01,24.441666419839503,True
20053,SNV,SYNOVUS FINL COR,SHORT,6,0.04142481843333334,0.2485489106,0.8333333333333334,-22.28430047074032,-1.05,2010-08-01,2014-01-01,21.23430047074032,True
84129,ZION,ZIONS BANCORP,SHORT,16,-0.0034587582687499972,-0.055340132299999956,0.625,-20.702814029778764,-0.07249999999999998,2010-08-01,2012-04-01,20.630314029778763,True
90287,NETL,NETLOGIC MICROSY,SHORT,17,-0.03490218570588235,-0.5933371569999999,0.23529411764705882,-24.643146463837176,0.41411764705882353,2010-08-01,2012-01-01,25.057264110896,False
92618,DPS,DR PEPPER SNAPPL,LONG,9,0.009116173677777777,0.0820455631,0.7777777777777778,17.65924414489378,0.6433333333333333,2010-09-01,2011-09-01,17.015910811560445,True
16548,BOH,BANK OF HAWAII,SHORT,3,-0.03626264603333333,-0.1087879381,0.0,-23.107803948658532,0.8633333333333333,2010-09-01,2010-12-01,23.971137281991865,False
91888,ARUN,ARUBA NETWORKS,SHORT,30,0.006755995036666669,0.20267985110000006,0.5,-27.545942624174717,0.16066666666666668,2010-09-01,2013-05-01,27.706609290841385,False
91976,ANV,ALLIED NEVADA GO,SHORT,29,-0.008113709458620688,-0.23529757429999998,0.5517241379310345,-30.264156873402847,0.1213793103448276,2010-09-01,2013-01-01,30.385536183747675,False
92451,SFSF,SUCCESSFACTORS,SHORT,14,-0.02392070034285714,-0.33488980479999997,0.42857142857142855,-36.533304917338555,0.025,2010-09-01,2011-10-01,36.55830491733855,False
85863,COLM,COLUMBIA SPTSWR,SHORT,1,0.106020583,0.106020583,1.0,-23.98959638241464,0.765,2010-10-01,2010-10-01,24.75459638241464,False
93089,VRSK,VERISK ANALYTICS,LONG,13,0.030558696376923076,0.39726305289999997,0.6153846153846154,16.55079522516168,0.5215384615384615,2010-11-01,2013-11-01,16.029256763623216,True
84656,ALV,AUTOLIV,LONG,2,0.05481311105,0.1096262221,1.0,24.63028026176074,1.89,2010-11-01,2010-12-01,22.740280261760738,True
82540,WLT,WALTER ENERGY,LONG,1,0.1682151424,0.1682151424,1.0,24.5074832040534,1.85,2010-11-01,2010-11-01,22.6574832040534,True
91883,TWC,TIME WARNER CABL,LONG,16,0.0003617111062500008,0.005787377700000013,0.5,16.94584406761103,1.3800000000000001,2010-11-01,2014-09-01,15.56584406761103,True
75607,SYMC,SYMANTEC CORP,LONG,1,0.0374231653,0.0374231653,1.0,23.64274933095114,0.35,2010-11-01,2010-11-01,23.29274933095114,True
36397,FHN,FIRST HORIZON,SHORT,9,0.0065236491888888875,0.05871284269999999,0.7777777777777778,-16.646621084797616,0.016666666666666666,2010-11-01,2011-07-01,16.66328775146428,False
