permno,ticker,company,position_type,months_held,avg_monthly_return,total_contribution,win_rate,avg_predicted_eps,avg_actual_eps,first_date,last_date,eps_prediction_error,eps_direction_correct
27828,HPQ,HEWLETT-PACKARD,LONG,42,-0.030738147704761902,-1.2910022036,0.38095238095238093,17.213117851794408,0.9349999999999999,2010-01-01,2019-08-01,16.27811785179441,True
68591,STJ,ST JUDE MEDICAL,LONG,10,0.044836396029999996,0.4483639603,0.8,20.910808818007578,0.8360000000000001,2010-01-01,2013-11-01,20.07480881800758,True
75825,EOG,EOG RESOURCES,LONG,3,-0.07892885333333334,-0.23678656,0.0,20.506922373814707,2.4,2010-01-01,2023-09-01,18.106922373814708,True
14541,CVX,CHEVRON,LONG,119,0.0040882146823529395,0.4864975471999998,0.5210084033613446,16.372335821907633,1.8529411764705885,2010-01-01,2023-12-01,14.519394645437044,True
83421,DF,DEAN FOODS CO,LONG,2,-0.097580335,-0.19516067,0.0,23.41875098180834,0.54,2010-01-01,2010-02-01,22.87875098180834,True
90044,KCI,KINETIC CONCEPTS,LONG,1,0.0966799259,0.0966799259,1.0,23.41555498846255,1.1,2010-01-01,2010-01-01,22.315554988462548,True
59010,GPS,GAP INC,LONG,60,0.008513109331666666,0.5107865599,0.5,18.72457690301992,0.5713333333333335,2010-01-01,2015-11-01,18.153243569686587,True
14008,AMGN,AMGEN,LONG,43,0.007398823302325581,0.31814940199999997,0.5581395348837209,16.66911496566586,3.4244186046511635,2010-01-01,2023-12-01,13.244696361014695,True
87447,UPS,UTD PARCEL SVC,LONG,67,0.001513887520895521,0.1014304638999999,0.582089552238806,16.91386049725357,1.8440298507462685,2010-01-01,2023-12-01,15.0698306465073,True
17929,UGI,UGI CP,LONG,7,0.045365854514285715,0.3175609816,0.7142857142857143,22.174664102842577,0.5171285714285715,2010-01-01,2022-05-01,21.657535531414005,True
19502,WAG,WALGREEN CO,LONG,57,-0.014556572396491229,-0.8297246266,0.3684210526315789,15.45004154500897,1.2528070175438595,2010-01-01,2022-10-01,14.19723452746511,True
12570,ITT,ITT,LONG,3,0.022717918599999998,0.0681537558,0.6666666666666666,22.572610628045584,1.7666666666666666,2010-01-01,2010-04-01,20.80594396137892,True
45241,FRX,FOREST LABS,LONG,5,0.0017270029200000016,0.008635014600000008,0.8,15.566660522579692,0.6299999999999999,2010-01-01,2012-05-01,14.936660522579693,True
17750,KMB,KIMBERLY CLARK,LONG,53,0.007258626937735851,0.3847072277000001,0.6037735849056604,17.826026365167767,1.3773584905660374,2010-01-01,2022-01-01,16.44866787460173,True
26825,K,KELLOGG CO,LONG,33,0.0031349632060606062,0.1034537858,0.5454545454545454,18.340402264858167,0.8209090909090909,2010-01-01,2014-07-01,17.519493173949076,True
17830,UTX,UTD TECH,LONG,69,-0.000908264092753623,-0.06267022239999999,0.5942028985507246,16.296514517827656,1.5720289855072467,2010-01-01,2023-12-01,14.72448553232041,True
91531,OC,OWENS CORNING IN,SHORT,1,-0.0035101464,-0.0035101464,0.0,-25.359060367711944,0.01,2010-01-01,2010-01-01,25.369060367711946,False
