train_start,train_end,val_start,val_end,test_start,test_end,val_r2,test_r2,val_mse,test_mse,best_alpha,n_features,train_size,test_size
2000-01-01,2007-12-31,2008-01-01,2009-12-31,2010-01-01,2010-12-31,0.006681466164408012,-0.010049960088461152,0.022350535118680858,0.006748131142055401,0.00379269019073225,6,9113,1200
2000-01-01,2008-12-31,2009-01-01,2010-12-31,2011-01-01,2011-12-31,-0.032474205966401604,0.0029003377591194646,0.017901605812885538,0.005396214161714726,0.00379269019073225,3,10313,1199
2000-01-01,2009-12-31,2010-01-01,2011-12-31,2012-01-01,2012-12-31,-0.001791155159709179,-0.02615923557191646,0.0061170830265228114,0.0038331491805740398,10.0,2,11512,1200
2000-01-01,2011-12-31,2012-01-01,2013-12-31,2014-01-01,2014-12-31,-0.10207325395629852,-0.03563730725364955,0.0036754884681819413,0.0024107721882340367,0.0001,2,13911,1199
2000-01-01,2012-12-31,2013-01-01,2014-12-31,2015-01-01,2015-12-31,-0.09213734875898227,-0.007886702674368307,0.002889146383276688,0.003909560586920606,0.0006158482110660267,4,15111,1200
2000-01-01,2013-12-31,2014-01-01,2015-12-31,2016-01-01,2016-12-31,-0.010009785679690797,0.008925179178133846,0.0031777772553510495,0.004630786778517437,0.00206913808111479,4,16310,1200
2000-01-01,2014-12-31,2015-01-01,2016-12-31,2017-01-01,2017-12-31,-0.0037665310279082487,0.004987246220372721,0.004352413232928955,0.002635926617311358,0.0006158482110660267,3,17509,1200
2000-01-01,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,0.0052283959466381535,-0.02796696843093671,0.0036416996082257926,0.00502571834978303,0.0001,1,18709,1193
2000-01-01,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,0.0164093720677011,0.0023831073922089274,0.003818171947660254,0.005024678596355234,0.0003359818286283781,5,19909,1187
2000-01-01,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,0.02454308694574958,0.09555152901214448,0.005008958317459479,0.013832508507337481,0.00018329807108324357,5,21109,1176
2000-01-01,2018-12-31,2019-01-01,2020-12-31,2021-01-01,2021-12-31,0.03600557339153965,-0.08038804518542175,0.009800370756137709,0.006294974402261672,0.0006158482110660267,7,22302,1176
2000-01-01,2019-12-31,2020-01-01,2021-12-31,2022-01-01,2022-12-31,-0.025909455250738178,0.010322443768072342,0.010881073476261147,0.009130929459701526,0.0003359818286283781,6,23489,1176
2000-01-01,2020-12-31,2021-01-01,2022-12-31,2023-01-01,2023-12-31,-0.014177062811600694,0.015525322216034865,0.007777106597328842,0.006164021629788216,0.0006158482110660267,7,24665,1165
